Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000356364,05/03/2020 03:17:02 AM,,,96,,,,12,,3700,FRANKLIN PKE,825C,,116Z,0,36.107,-86.773,POINT (-86.773 36.107)
PD202000356365,05/03/2020 03:17:33 AM,,,43,,P,PROGRESS,4,,700,DICKERSON PKE,225C,,,,,,
PD202000356367,05/03/2020 03:20:56 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356368,05/03/2020 03:21:59 AM,,,96,,,,4,,,,113C,W,113N,5217,,,
PD202000356369,05/03/2020 03:22:11 AM,,,96,,,,12,,,,123C,W,121N,5017,,,
PD202000356371,05/03/2020 03:22:38 AM,,,96,,,,12,,,,215C,E,213K,1243,,,
PD202000356372,05/03/2020 03:22:55 AM,,,92,,P,PROGRESS,4,,,,825B,C,421,4095,,,
PD202000356373,05/03/2020 03:23:17 AM,,,42,,P,PROGRESS,2,,,,333C,S,325,8721,,,
PD202000356374,05/03/2020 03:23:21 AM,,,96,,,,12,,,,823C,S,321K,,,,
PD202000356375,05/03/2020 03:25:08 AM,,,96,,,,12,,,,725C,M,725K,2137,,,
PD202000356376,05/03/2020 03:25:12 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356377,05/03/2020 03:25:16 AM,,,43,,P,PROGRESS,4,,,,211C,E,211,,,,
PD202000356378,05/03/2020 03:26:00 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356379,05/03/2020 03:26:25 AM,,,40,,TS,TERRY STOP,9,,,,317C,S,313K,8315,,,
PD202000356380,05/03/2020 03:26:32 AM,,,96,,,,15,,,,411C,C,413K,1957,,,
PD202000356381,05/03/2020 03:26:33 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356382,05/03/2020 03:27:15 AM,,,96,,,,15,,,,121C,W,121,5015,,,
PD202000356383,05/03/2020 03:27:24 AM,,,43,,P,PROGRESS,4,,2700,GALLATIN PKE,213C,,214U,0,36.199,-86.741,POINT (-86.741 36.199)
PD202000356384,05/03/2020 03:27:30 AM,,,43,,P,PROGRESS,5,,,,113C,W,113,5233,,,
PD202000356386,05/03/2020 03:27:53 AM,,,96,,,,12,,2100,ABBOTT MARTIN RD,117C,,117T,0,36.106,-86.814,POINT (-86.814 36.106)
PD202000356387,05/03/2020 03:28:03 AM,,,96,,,,15,,4500,HARDING PKE,121C,,134X,0,36.124,-86.849,POINT (-86.849 36.124)
PD202000356388,05/03/2020 03:28:32 AM,,,96,,,,4,,,,815C,MT,811K,5523,,,
PD202000356389,05/03/2020 03:28:50 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356390,05/03/2020 03:28:51 AM,,,96,,,,12,,,,315C,S,315N,8835,,,
PD202000356393,05/03/2020 03:29:34 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356394,05/03/2020 03:30:05 AM,,,96,,,,15,,,,121C,W,121N,5015,,,
PD202000356395,05/03/2020 03:30:09 AM,,,96,,,,12,,,,813C,MT,813,5511,,,
PD202000356396,05/03/2020 03:30:31 AM,20200313048,,43,,P,PROGRESS,10,,,,830C,MT,835,8651,,,
PD202000356397,05/03/2020 03:30:43 AM,,,96,,,,15,,,,121C,W,121,5015,,,
PD202000356398,05/03/2020 03:31:18 AM,,,43,,P,PROGRESS,14,,,,613C,N,613N,4471,,,
PD202000356399,05/03/2020 03:31:33 AM,,,57,,R,REPORT,5,,,,511C,MT,813N,5619,,,
PD202000356400,05/03/2020 03:31:34 AM,,,88,,PW,,5,,,,336C,S,335K,8979,,,
PD202000356401,05/03/2020 03:31:51 AM,,,96,,,,12,,700,OLD HICKORY BLVD,833C,,,,,,
PD202000356402,05/03/2020 03:33:11 AM,,,45,,P,PROGRESS,6,,,,331C,S,331,8763,,,
PD202000356405,05/03/2020 03:34:57 AM,,,43,,P,PROGRESS,4,,,,225C,E,225,1807,,,
PD202000356406,05/03/2020 03:36:54 AM,,,15,,P,PROGRESS,15,,,,517A9,N,613,4473,,,
PD202000356409,05/03/2020 03:40:56 AM,,,71,,A,ALARM,7A,,,,605,N,613N,4523,,,
PD202000356410,05/03/2020 03:41:24 AM,,,43,,PM,,6,,,,GVPD,M,727,1723,,,
PD202000356411,05/03/2020 03:41:31 AM,20200313057,,43,,P,PROGRESS,6,,800,BELLEVUE RD,122C,,137W,0,36.07,-86.941,POINT (-86.941 36.07)
PD202000356414,05/03/2020 03:44:58 AM,,,43,,P,PROGRESS,4,,,,532C,H,531A,8951,,,
PD202000356415,05/03/2020 03:45:23 AM,20200313059,,63,,P,PROGRESS,11,,,,314C,MT,831K,8521,,,
PD202000356416,05/03/2020 03:49:19 AM,,,96,,,,12,,,,511C,H,513,9001,,,
PD202000356421,05/03/2020 03:54:14 AM,,,96,,,,12,,1500,GALLATIN PKE N,727C,,,,,,
PD202000356422,05/03/2020 03:54:21 AM,,,40,,P,PROGRESS,6,,,,532C,H,531,8825,,,
PD202000356423,05/03/2020 03:55:00 AM,,,44,,P,PROGRESS,9S,,1100,BELL RD,334C,335,325,8721,,,
PD202000356426,05/03/2020 03:57:32 AM,,,92,,P,PROGRESS,4,,,,2945,MT,821K,8019,,,
PD202000356427,05/03/2020 03:58:29 AM,,,96,,,,15,,,,421C,C,421,4093,,,
PD202000356429,05/03/2020 03:58:41 AM,,,96,,,,12,,1300,MURFREESBORO PKE,315C,,321V,0,36.116,-86.697,POINT (-86.697 36.116)
PD202000356430,05/03/2020 03:59:14 AM,,,83,,P,PROGRESS,5,,,,225C,E,225,1807,,,
PD202000356431,05/03/2020 03:59:54 AM,,,96,,,,12,,,,5281,MT,811,6719,,,
PD202000356432,05/03/2020 04:00:37 AM,,,83,,P,PROGRESS,5,,,,535C,H,535,8929,,,
PD202000356434,05/03/2020 04:01:22 AM,,,93,,,,3M,,,,111C,W,111K,4513,,,
PD202000356435,05/03/2020 04:01:53 AM,,,43,,P,PROGRESS,5,,,,330C,S,321,8713,,,
PD202000356436,05/03/2020 04:03:37 AM,,,43,,P,PROGRESS,4,,,,317C,S,317K,8415,,,
PD202000356441,05/03/2020 04:06:58 AM,,,96,,,,12,,3800,HILLSBORO PKE,117C,,116U,0,36.108,-86.812,POINT (-86.812 36.108)
PD202000356442,05/03/2020 04:07:56 AM,,,43,,P,PROGRESS,4,,,,221C,E,221,1921,,,
PD202000356443,05/03/2020 04:09:24 AM,,,96,,,,12,,,,335C,S,331K,8719,,,
PD202000356445,05/03/2020 04:09:40 AM,,,44,,P,PROGRESS,9S,,,,425C,C,425N,,,,
PD202000356446,05/03/2020 04:12:04 AM,,,96,,,,12,,,,125C,W,125,4713,,,
PD202000356448,05/03/2020 04:14:37 AM,,,43,,P,PROGRESS,4,,,,217C,E,213,1243,,,
PD202000356451,05/03/2020 04:16:31 AM,,,96,,,,12,,,,621C,N,623K,3103,,,
PD202000356453,05/03/2020 04:17:57 AM,,,96,,,,12,,,,725C,M,725K,2101,,,
PD202000356454,05/03/2020 04:18:42 AM,,,96,,,,12,,,,713C,M,715,1715,,,
PD202000356455,05/03/2020 04:19:15 AM,,,96,,,,12,,5100,HARDING PKE,123C,,118U,0,36.103,-86.869,POINT (-86.869 36.103)
PD202000356462,05/03/2020 04:22:31 AM,20200313103,,54,,P,PROGRESS,6,,,,625C,,,,,,
PD202000356463,05/03/2020 04:23:05 AM,,,96,,,,12,,4100,NOLENSVILLE PKE,321C,,315Y,0,36.077,-86.726,POINT (-86.726 36.077)
PD202000356464,05/03/2020 04:23:27 AM,20200313104,,70,,P,PROGRESS,6,,,,227C,E,211N,1021,,,
PD202000356466,05/03/2020 04:26:31 AM,,,96,,,,4,,2400,21ST AV S,815C,,114W,0,36.126,-86.804,POINT (-86.804 36.126)
PD202000356467,05/03/2020 04:26:47 AM,,,96,,,,12,,,,813C,MT,813N,5501,,,
PD202000356468,05/03/2020 04:28:47 AM,,,43,,P,PROGRESS,6,,,,617C,N,615,,,,
PD202000356469,05/03/2020 04:29:36 AM,,,96,,,,12,,,,813C,MT,813N,5503,,,
PD202000356470,05/03/2020 04:30:39 AM,,,43,,P,PROGRESS,10,,2000,WILLIAMS VALLEY DR,720C,,,,,,
PD202000356472,05/03/2020 04:32:27 AM,,,96,,,,12,,,,125C,W,125,4713,,,
PD202000356473,05/03/2020 04:32:46 AM,,,96,,,,12,,,,511C,H,511,9003,,,
PD202000356474,05/03/2020 04:33:22 AM,,,96,,,,12,,5100,HARDING PKE,123C,,118U,0,36.103,-86.869,POINT (-86.869 36.103)
PD202000356475,05/03/2020 04:33:46 AM,,,96,,,,12,,5100,HARDING PKE,123C,,118U,0,36.103,-86.869,POINT (-86.869 36.103)
PD202000356476,05/03/2020 04:34:32 AM,,,96,,,,15,,,,121C,W,121,4901,,,
PD202000356479,05/03/2020 04:37:27 AM,,,50,,P,PROGRESS,14,,500,SCOTTS CREEK TRL,525C,H,523,9509,36.203,-86.596,POINT (-86.596 36.203)
PD202000356480,05/03/2020 04:37:54 AM,20200313119,,57,,P,PROGRESS,1,,,,617C,,,,,,
PD202000356481,05/03/2020 04:40:49 AM,,,43,,PM,,6,,,,2932,MT,821K,8019,,,
PD202000356482,05/03/2020 04:41:14 AM,,,40,,TS,TERRY STOP,11,,,,623C,C,421,,,,
PD202000356483,05/03/2020 04:42:23 AM,,,43,,P,PROGRESS,4,,200,STEWARTS FERRY PKE,517C,,333W,0,36.161,-86.646,POINT (-86.646 36.161)
PD202000356484,05/03/2020 04:44:08 AM,,,96,,,,15,,1300,GALLATIN PKE S,711C,M,711,1787,,,
PD202000356487,05/03/2020 04:46:40 AM,,,96,,,,12,,,,825C,MT,825N,8305,,,
PD202000356488,05/03/2020 04:47:31 AM,,,96,,,,12,,7600,HIGHWAY 70 S,125C,W,133N,,,,
PD202000356489,05/03/2020 04:48:27 AM,,,43,,P,PROGRESS,4,,,,225C,E,225,1805,,,
PD202000356493,05/03/2020 04:49:28 AM,,,96,,,,12,,,,122C,W,123N,4711,,,
PD202000356495,05/03/2020 04:51:22 AM,,,96,,,,4,,,,815C,MT,815,5901,,,
PD202000356496,05/03/2020 04:52:09 AM,,,43,,P,PROGRESS,15,,,,425C,C,425K,4027,,,
PD202000356497,05/03/2020 04:53:36 AM,,,96,,,,12,,,,413C,C,421K,4105,,,
PD202000356498,05/03/2020 04:56:51 AM,,,96,,,,15,,,,411C,TE,423K,4015,,,
PD202000356499,05/03/2020 04:57:03 AM,,,96,,,,12,,,,5281,C,423,4009,,,
PD202000356500,05/03/2020 04:57:10 AM,,,43,,PM,,11,,,,,N,611K,4401,,,
PD202000356501,05/03/2020 04:57:19 AM,,,3,,,,4,,,,55S35,C,411K,4221,,,
PD202000356502,05/03/2020 04:57:42 AM,,,70,,A,ALARM,12,,5100,HICKORY HOLLOW PKWY,325C,SOUTH,325,8871,36.05,-86.663,POINT (-86.663 36.05)
PD202000356503,05/03/2020 04:58:48 AM,,,96,,,,12,,,,821C,MT,821K,8015,,,
PD202000356504,05/03/2020 05:00:00 AM,,,96,,,,12,,,,823C,S,321K,,,,
PD202000356506,05/03/2020 05:01:31 AM,,,96,,,,12,,,,813C,MT,815V,5809,,,
PD202000356507,05/03/2020 05:02:26 AM,,,96,,,,12,,,,125C,W,125K,4813,,,
PD202000356508,05/03/2020 05:02:56 AM,,,15,,P,PROGRESS,15,,,,517A9,N,613,4451,,,
PD202000356509,05/03/2020 05:04:19 AM,,,96,,,,15,,,,336C,S,337J,,,,
PD202000356510,05/03/2020 05:06:33 AM,,,43,,P,PROGRESS,6,,,,223C,E,223,,,,
PD202000356512,05/03/2020 05:06:47 AM,,,96,,,,12,,,,334C,S,325N,8861,,,
PD202000356513,05/03/2020 05:08:06 AM,,,43,,P,PROGRESS,5,,,,511C,H,511,8209,,,
PD202000356514,05/03/2020 05:08:06 AM,,,43,,P,PROGRESS,4,,,,227C,E,223,1829,,,
PD202000356515,05/03/2020 05:08:56 AM,,,43,,P,PROGRESS,4,,,,217C,E,215K,1331,,,
PD202000356516,05/03/2020 05:09:22 AM,,,43,,P,PROGRESS,4,,,,4F86,C,423,4019,,,
PD202000356518,05/03/2020 05:09:57 AM,,,96,,,,12,,,,323C,S,323K,8851,,,
PD202000356519,05/03/2020 05:11:42 AM,,,96,,,,12,,,,825C,MT,825N,7013,,,
PD202000356520,05/03/2020 05:11:43 AM,,,96,,,,4,,,,815C,MT,815N,6605,,,
PD202000356521,05/03/2020 05:14:09 AM,,,71,,A,ALARM,12,,,,830C,MT,831,,,,
PD202000356522,05/03/2020 05:15:23 AM,,,43,,P,PROGRESS,4,,5400,OLD HICKORY BLVD,521C,521,521,9561,,,
PD202000356524,05/03/2020 05:20:23 AM,,,96,,,,12,,,,125C,W,125K,4813,,,
PD202000356525,05/03/2020 05:21:44 AM,,,43,,P,PROGRESS,4,,,,213C,E,217K,1401,,,
PD202000356526,05/03/2020 05:23:22 AM,,,43,,P,PROGRESS,4,,3600,BELL RD,535C,,324Y,0,36.151,-86.625,POINT (-86.625 36.151)
PD202000356527,05/03/2020 05:23:46 AM,,,96,,,,4,,,,813C,MT,815N,6607,,,
PD202000356530,05/03/2020 05:27:53 AM,,,44,,P,PROGRESS,6,,,,335C,S,315K,8801,,,
PD202000356532,05/03/2020 05:29:25 AM,,,43,,PV,,4,,,,511C,H,511,8205,,,
PD202000356536,05/03/2020 05:33:01 AM,,,96,,,,12,,,,122C,W,123K,4701,,,
PD202000356537,05/03/2020 05:33:20 AM,,,71,,A,ALARM,11,,,,,H,513,,,,
PD202000356539,05/03/2020 05:35:51 AM,,,95,,,,4,,,,815C,MT,815N,6605,,,
PD202000356540,05/03/2020 05:36:16 AM,20200313176,,63,,P,PROGRESS,1P,,200,SHELBY AV,413C,,,,,,
PD202000356541,05/03/2020 05:37:11 AM,,,96,,,,12,,300,HARDING PL,321C,,315Z,0,36.085,-86.704,POINT (-86.704 36.085)
PD202000356542,05/03/2020 05:38:11 AM,20200313177,,44,,P,PROGRESS,6,,,,3M81,E,213,1227,,,
PD202000356544,05/03/2020 05:40:27 AM,,,96,,,,12,,,,821C,MT,821K,8015,,,
PD202000356545,05/03/2020 05:40:44 AM,,,96,,,,15,,1000,GALLATIN PKE S,711C,M,711,1507,,,
PD202000356548,05/03/2020 05:42:16 AM,,,43,,P,PROGRESS,4,,700,STEWARTS FERRY PKE,532C,,,,,,
PD202000356550,05/03/2020 05:42:58 AM,,,96,,,,12,,,,125C,W,125K,4813,,,
PD202000356551,05/03/2020 05:42:58 AM,,,43,,P,PROGRESS,4,,,,323C,S,323K,8889,,,
PD202000356552,05/03/2020 05:43:02 AM,,,96,,,,15,,3600,BELL RD,531C,,324Y,0,36.149,-86.626,POINT (-86.626 36.149)
PD202000356553,05/03/2020 05:43:13 AM,,,43,,P,PROGRESS,4,,,,311C,S,317P,,,,
PD202000356555,05/03/2020 05:45:14 AM,,,92,,P,PROGRESS,4,,,,2940,MT,821K,8019,,,
PD202000356556,05/03/2020 05:46:25 AM,,,44,,P,PROGRESS,5,,,,617C,N,617K,4239,,,
PD202000356557,05/03/2020 05:46:25 AM,,,15,,P,PROGRESS,15,,,,2911,MT,813P,5623,,,
PD202000356558,05/03/2020 05:46:40 AM,,,15,,P,PROGRESS,15,,,,2912,MT,821P,8005,,,
PD202000356560,05/03/2020 05:47:28 AM,,,15,,P,PROGRESS,15,,,,517A9,N,613N,4473,,,
PD202000356561,05/03/2020 05:48:25 AM,,,43,,P,PROGRESS,11,,2700,JEFFERSON ST,,,125Y,0,36.168,-86.819,POINT (-86.819 36.168)
PD202000356566,05/03/2020 05:51:19 AM,,,96,,,,12,,1600,GALLATIN PKE N,727C,M,727,1721,,,
PD202000356567,05/03/2020 05:51:28 AM,,,92,,P,PROGRESS,4,,,,2934,MT,821K,8019,,,
PD202000356569,05/03/2020 05:52:36 AM,,,15,,P,PROGRESS,15,,,,2912,MT,813P,5623,,,
PD202000356570,05/03/2020 05:52:55 AM,,,71,,A,ALARM,12,,,,115C,W,115N,5025,,,
PD202000356572,05/03/2020 05:55:03 AM,,,43,,P,PROGRESS,4,,1200,ANTIOCH PKE,317C,,323Y,0,36.089,-86.694,POINT (-86.694 36.089)
PD202000356573,05/03/2020 05:55:24 AM,,,96,,,,15,,,,425C,TE,423K,4015,,,
PD202000356574,05/03/2020 05:55:46 AM,,,96,,,,15,,,,425C,C,423N,4019,,,
PD202000356575,05/03/2020 05:55:56 AM,,,3,,,,12,,,,,MT,821K,8019,,,
PD202000356576,05/03/2020 05:56:02 AM,,,96,,,,15,,,,425C,TE,423K,4013,,,
PD202000356577,05/03/2020 05:56:37 AM,,,96,,,,12,,5300,CHARLOTTE AV,111C,,,,,,
PD202000356578,05/03/2020 05:57:54 AM,,,43,,P,PROGRESS,4,,,,517C,H,515,9311,,,
PD202000356579,05/03/2020 05:58:39 AM,,,50,,RV,,14,,,,331C,S,331K,8717,,,
PD202000356580,05/03/2020 06:00:12 AM,,,88,,PW,,13,,4800,BOWFIELD DR,321A,,325,8855,36.063,-86.667,POINT (-86.667 36.063)
PD202000356581,05/03/2020 06:01:05 AM,,,96,,,,12,,1300,MURFREESBORO PKE,315C,,321V,0,36.116,-86.696,POINT (-86.696 36.116)
PD202000356583,05/03/2020 06:03:36 AM,,,43,,P,PROGRESS,11,,,,,E,211N,1021,,,
PD202000356584,05/03/2020 06:03:58 AM,,,96,,,,12,,,,125C,W,125,4713,,,
PD202000356586,05/03/2020 06:09:30 AM,,,96,,,,15,,,,411C,C,423N,4019,,,
PD202000356587,05/03/2020 06:09:45 AM,,,96,,,,12,,2000,8TH AV S,825C,,115T,0,36.133,-86.779,POINT (-86.779 36.133)
PD202000356588,05/03/2020 06:12:07 AM,,,43,,P,PROGRESS,4,,600,MYATT DR,727C,715,727,1721,,,
PD202000356589,05/03/2020 06:12:27 AM,,,96,,,,12,,200,WHITE BRIDGE PKE,117C,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000356590,05/03/2020 06:13:57 AM,,,53,,A,ALARM,10,,6000,CHARLOTTE PKE,121C,,134Z,0,36.149,-86.865,POINT (-86.865 36.149)
PD202000356591,05/03/2020 06:15:10 AM,,,96,,,,12,,,,813C,MT,813N,5507,,,
PD202000356592,05/03/2020 06:15:46 AM,,,96,,,,12,,,,833C,MT,831K,8533,,,
PD202000356593,05/03/2020 06:16:17 AM,,,43,,P,PROGRESS,4,,,OLD HICKORY BLVD,521C,,521,9511,36.183,-86.611,POINT (-86.611 36.183)
PD202000356595,05/03/2020 06:16:27 AM,,,43,,P,PROGRESS,4,,,,712C,M,713N,,,,
PD202000356596,05/03/2020 06:16:37 AM,,,3,,,,11,,2200,26TH AV N,615A,,,,,,
PD202000356597,05/03/2020 06:17:41 AM,,,96,,,,12,,,,833C,MT,831,8533,,,
PD202000356598,05/03/2020 06:19:16 AM,,,96,,,,12,,,,833C,MT,831,8533,,,
PD202000356599,05/03/2020 06:20:01 AM,,,43,,P,PROGRESS,4,,,,221C,E,223N,1835,,,
PD202000356600,05/03/2020 06:20:24 AM,,,96,,,,12,,,,833C,CW,831K,8533,,,
PD202000356601,05/03/2020 06:21:34 AM,20200313256,,44,,P,PROGRESS,6,,,,313A,,,,,,
PD202000356602,05/03/2020 06:21:37 AM,,,96,,,,12,,,,833C,MT,831K,8533,,,
PD202000356603,05/03/2020 06:22:33 AM,,,43,,P,PROGRESS,11,,5500,OLD HICKORY BLVD,517A,523,523,9557,,,
PD202000356604,05/03/2020 06:22:56 AM,,,96,,,,12,,,,833C,MT,831K,8533,,,
PD202000356605,05/03/2020 06:24:03 AM,,,96,,,,12,,,,833C,MT,831K,8533,,,
PD202000356606,05/03/2020 06:24:17 AM,,,15,,P,PROGRESS,15,,,,2913,MT,813P,5623,,,
PD202000356607,05/03/2020 06:25:54 AM,,,3,,,,4,,,,223C,E,227N,1853,,,
PD202000356608,05/03/2020 06:26:10 AM,,,96,,,,12,,,,833C,MT,831K,8533,,,
PD202000356609,05/03/2020 06:27:25 AM,,,96,,,,4,,,,815C,MT,815,6607,,,
PD202000356615,05/03/2020 06:34:18 AM,,,16,,P,PROGRESS,16,,,,813A,MT,813N,5619,,,
PD202000356616,05/03/2020 06:36:13 AM,,,96,,,,4,,,,815C,MT,815K,6623,,,
PD202000356620,05/03/2020 06:42:13 AM,,,96,,,,4,,5000,OLD HICKORY BLVD,521A,H,521,9507,36.195,-86.619,POINT (-86.619 36.195)
PD202000356622,05/03/2020 06:44:59 AM,,,96,,,,12,,,,5251,M,725K,2105,,,
PD202000356623,05/03/2020 06:45:15 AM,,,43,,PM,,11,,,,,E,211,1015,,,
PD202000356625,05/03/2020 06:46:05 AM,,,43,,PM,,10,,600,DENVER DR,520A,,,,,,
PD202000356626,05/03/2020 06:46:20 AM,,,43,,P,PROGRESS,6,,,,120A,W,125N,4817,,,
PD202000356627,05/03/2020 06:47:37 AM,,,43,,P,PROGRESS,4,,500,JONES POINTE,525A,H,525,9705,,,
PD202000356629,05/03/2020 06:48:03 AM,,,43,,P,PROGRESS,4,,100,RYBURN CT,525A,,,,,,
PD202000356628,05/03/2020 06:48:03 AM,,,43,,PM,,11,,600,DENVER DR,,,,,,,
PD202000356630,05/03/2020 06:48:25 AM,,,45,,P,PROGRESS,6,,,,813A,MT,823,6615,,,
PD202000356631,05/03/2020 06:50:01 AM,,,70,,A,ALARM,12,,5100,HICKORY HOLLOW PKWY,325A,SOUTH,325,8871,36.05,-86.663,POINT (-86.663 36.05)
PD202000356632,05/03/2020 06:51:36 AM,20200313310,,50,,TV,,1,,,,313A,,,,,,
PD202000356633,05/03/2020 06:53:49 AM,,,16,,P,PROGRESS,4,,,,611A,N,611,4401,,,
PD202000356634,05/03/2020 06:56:08 AM,,,93,,,,9T,,,,833A,MT,825,70042,,,
PD202000356635,05/03/2020 06:56:16 AM,,,43,,P,PROGRESS,4,,4000,LEBANON RD,521A,H,521,9613,,,
PD202000356636,05/03/2020 06:57:10 AM,,,96,,,,12,,7300,CHARLOTTE PKE,121A,,136Y,0,36.118,-86.921,POINT (-86.921 36.118)
PD202000356637,05/03/2020 06:58:38 AM,,,96,,,,12,,,,4B46,PCW,,,,,
PD202000356638,05/03/2020 06:59:04 AM,,,96,,,,15,,,,113A,W,113N,5217,,,
PD202000356639,05/03/2020 06:59:54 AM,,,96,,,,12,,,,4B46,MT,811,5527,,,
PD202000356640,05/03/2020 07:02:46 AM,,,43,,PJ,,4,,,,122A,W,123K,4705,,,
PD202000356642,05/03/2020 07:04:18 AM,,,96,,,,12,,,,121A,W,125,4713,,,
PD202000356643,05/03/2020 07:04:20 AM,,,43,,PM,,11,,1000,MURFREESBORO PKE,517A,,,,,,
PD202000356644,05/03/2020 07:04:21 AM,,,96,,,,15,,1100,BROADWAY,422A,,,,,,
PD202000356647,05/03/2020 07:06:49 AM,,,96,,,,12,,4500,HARDING PKE,117A,,134X,0,36.124,-86.849,POINT (-86.849 36.124)
PD202000356648,05/03/2020 07:07:01 AM,,,96,,,,12,,4500,HARDING PKE,117A,PCW,,,,,
PD202000356649,05/03/2020 07:07:18 AM,,,96,,,,12,,,,117A,W,117K,6101,,,
PD202000356650,05/03/2020 07:07:23 AM,20200313274,,93,,,,6,,,,1850,C,413,4235,,,
PD202000356651,05/03/2020 07:09:36 AM,,,43,,P,PROGRESS,15,,300,1ST AV S,2911,,,0,,,
PD202000356652,05/03/2020 07:16:10 AM,,,83,,R,REPORT,1,,,,720A,M,721,2045,,,
PD202000356653,05/03/2020 07:17:40 AM,,,43,,P,PROGRESS,5,,,,413A,C,413,4213,,,
PD202000356655,05/03/2020 07:19:59 AM,,,15,,P,PROGRESS,15,,2500,OLD HICKORY BLVD,2913,,118I,0,36.052,-86.891,POINT (-86.891 36.052)
PD202000356656,05/03/2020 07:21:09 AM,,,43,,P,PROGRESS,4,,,,2913,W,121,4901,,,
PD202000356658,05/03/2020 07:23:54 AM,,,96,,,,12,,200,COWAN ST,5828,,433W,0,36.175,-86.776,POINT (-86.776 36.175)
PD202000356660,05/03/2020 07:25:35 AM,,,96,,,,12,,,,212A,E,217K,1401,,,
PD202000356662,05/03/2020 07:27:07 AM,,,96,,,,12,,,,825A,MT,821N,8023,,,
PD202000356663,05/03/2020 07:27:23 AM,,,96,,,,15,,,,617A,N,611K,4499,,,
PD202000356665,05/03/2020 07:29:01 AM,,,15,,P,PROGRESS,15,,,,2912,PCW,,,,,
PD202000356666,05/03/2020 07:29:54 AM,,,96,,,,12,,,,4B46,MT,813N,5515,,,
PD202000356668,05/03/2020 07:30:12 AM,,,43,,P,PROGRESS,15,,100,GALLATIN PKE N,723A,M,723,1763,,,
PD202000356669,05/03/2020 07:30:13 AM,,,43,,A,ALARM,10,,,,620A,ECC,623N,3035,,,
PD202000356671,05/03/2020 07:33:31 AM,,,70,,A,ALARM,11,,,,111A,W,117,6115,,,
PD202000356674,05/03/2020 07:35:57 AM,,,92,,P,PROGRESS,15,,,,5161,E,215P,1235,,,
PD202000356675,05/03/2020 07:36:16 AM,,,96,,,,12,,,,821A,MT,821K,8015,,,
PD202000356677,05/03/2020 07:36:50 AM,,,3,,,,11,,5100,HARDING PL,313A,,323W,0,36.09,-86.688,POINT (-86.688 36.09)
PD202000356678,05/03/2020 07:37:26 AM,,,96,,,,12,,200,SHELBY AV,413A,,,,,,
PD202000356679,05/03/2020 07:37:29 AM,,,43,,P,PROGRESS,4,,,,521A,H,521,9529,,,
PD202000356680,05/03/2020 07:37:42 AM,,,87,,P,PROGRESS,4,,,,515A,H,517N,9404,,,
PD202000356681,05/03/2020 07:41:17 AM,,,40,,P,PROGRESS,5S,,,,623A,N,613N,4471,,,
PD202000356682,05/03/2020 07:42:28 AM,,,43,,P,PROGRESS,4,,,,513A,H,513N,,,,
PD202000356683,05/03/2020 07:44:18 AM,,,70,,A,ALARM,12,,5100,HICKORY HOLLOW PKWY,325A,SOUTH,325,8871,36.05,-86.663,POINT (-86.663 36.05)
PD202000356684,05/03/2020 07:44:38 AM,,,45,,P,PROGRESS,1T,,,,117A,W,117,6205,,,
PD202000356685,05/03/2020 07:45:34 AM,,,3,,,,4,,,,511C9,M,723K,2009,,,
PD202000356686,05/03/2020 07:46:05 AM,,,71,,A,ALARM,6A,,2700,LEBANON PKE,515A,,331Z,0,36.168,-86.665,POINT (-86.665 36.168)
PD202000356687,05/03/2020 07:46:51 AM,,,96,,,,12,,2800,SMITH SPRINGS RD,535A,,325W,0,36.089,-86.609,POINT (-86.609 36.089)
PD202000356688,05/03/2020 07:47:11 AM,,,43,,PJ,,4J,,100,SCENIC VIEW RD,525A,H,525,9701,36.274,-86.672,POINT (-86.672 36.274)
PD202000356689,05/03/2020 07:48:16 AM,,,71,,A,ALARM,11,,900,INDUSTRIAL DR,523A,H,525,9611,36.265,-86.659,POINT (-86.659 36.265)
PD202000356690,05/03/2020 07:48:29 AM,,,70,,A,ALARM,13,,,,835A,MT,835,,,,
PD202000356691,05/03/2020 07:51:13 AM,,,96,,,,12,,800,VANTAGE WAY CT,623A,,411Z,0,36.191,-86.799,POINT (-86.799 36.191)
PD202000356692,05/03/2020 07:51:18 AM,,,93,,,,3T,,,,627A,N,627N,2212,,,
PD202000356693,05/03/2020 07:51:42 AM,,,96,,,,12,,,,831A,MT,833N,8615,,,
PD202000356694,05/03/2020 07:52:28 AM,,,96,,,,12,,,,4B46,MT,811K,5521,,,
PD202000356695,05/03/2020 07:52:29 AM,,,43,,P,PROGRESS,11,,,,823A,MT,815N,5911,,,
PD202000356696,05/03/2020 07:52:47 AM,,,43,,P,PROGRESS,6,,,,815A,N,615,5425,,,
