Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000175899,03/03/2020 09:05:46 AM,,,70,,A,ALARM,11,,,,825A,MT,823,,,,
PD202000175900,03/03/2020 09:06:05 AM,,,43,,P,PROGRESS,4C,,,,125A,W,125K,4815,,,
PD202000175901,03/03/2020 09:07:14 AM,,,96,,,,4,,2100,ABBOTT MARTIN RD,117A,,117V,0,36.106,-86.817,POINT (-86.817 36.106)
PD202000175902,03/03/2020 09:07:43 AM,,,87,,L,,4,,,MURFREESBORO PKE,330A,,325,8861,36.072,-86.636,POINT (-86.636 36.072)
PD202000175903,03/03/2020 09:08:12 AM,,,43,,P,PROGRESS,4,,4100,CENTRAL PKE,317A,523,523,9557,36.172,-86.594,POINT (-86.594 36.172)
PD202000175905,03/03/2020 09:08:45 AM,,,71,,A,ALARM,13,,,,315C,S,325N,8861,,,
PD202000175906,03/03/2020 09:09:33 AM,,,87,,P,PROGRESS,4,,,,386A,H,513K,9219,,,
PD202000175907,03/03/2020 09:09:39 AM,,,3,,,,4,,400,MYATT DR,712C,M,715,1715,,,
PD202000175909,03/03/2020 09:09:42 AM,,,43,,P,PROGRESS,4,,700,HICKORY HIGHLANDS DR,321A,335,325,8861,36.061,-86.641,POINT (-86.641 36.061)
PD202000175910,03/03/2020 09:09:45 AM,,,44,,P,PROGRESS,6,,,,621A,N,613,4565,,,
PD202000175911,03/03/2020 09:09:47 AM,,,87,,P,PROGRESS,4,,,,627A,N,623K,3107,,,
PD202000175912,03/03/2020 09:11:09 AM,,,43,,PM,,6,,,,223C,E,215,1355,,,
PD202000175913,03/03/2020 09:11:10 AM,,,45,,P,PROGRESS,6T,,,JACKSONIAN DR,531A,,521,9613,36.196,-86.628,POINT (-86.628 36.196)
PD202000175915,03/03/2020 09:12:58 AM,,,96,,,,12,,2000,GALLATIN PKE N,712C,N,639K,,,,
PD202000175916,03/03/2020 09:13:45 AM,,,45,,P,PROGRESS,6,,4800,LEBANON PKE,3M71,,,,,,
PD202000175917,03/03/2020 09:13:47 AM,,,87,,P,PROGRESS,1,,,,5120,S,315,88122,,,
PD202000175918,03/03/2020 09:13:57 AM,,,43,,P,PROGRESS,4,,1800,N GALLATIN PKE,7F61,,227X,0,36.297,-86.699,POINT (-86.699 36.297)
PD202000175919,03/03/2020 09:14:32 AM,,,71,,A,ALARM,8,,,,425A,C,425K,,,,
PD202000175920,03/03/2020 09:14:34 AM,,,1000,,,,11,,1200,DR D B TODD JR BLVD,815C,,124Y,0,36.17,-86.807,POINT (-86.807 36.17)
PD202000175922,03/03/2020 09:15:10 AM,,,43,,P,PROGRESS,4,,,,315A,E,215,1373,,,
PD202000175923,03/03/2020 09:15:31 AM,,,43,,P,PROGRESS,11,,,,222A,E,227,1997,,,
PD202000175924,03/03/2020 09:15:49 AM,,,70,,A,ALARM,6,,100,SADDLESTONE CT S,313A,HERMIT,523,9557,36.177,-86.597,POINT (-86.597 36.177)
PD202000175925,03/03/2020 09:16:25 AM,,,96,,,,15,,200,GALLATIN PKE N,713C,N,637N,,,,
PD202000175926,03/03/2020 09:17:16 AM,20200151654,,68,,P,PROGRESS,1,,,,3114,,,,,,
PD202000175927,03/03/2020 09:17:36 AM,20200151669,,43,,P,PROGRESS,11,,0,SPRING ST,317C,,433W,0,36.177,-86.776,POINT (-86.776 36.177)
PD202000175928,03/03/2020 09:17:43 AM,,,92,,P,PROGRESS,6,,,,3D61,H,515,,,,
PD202000175929,03/03/2020 09:18:03 AM,,,96,,,,4,,2100,ABBOTT MARTIN RD,117A,,117V,0,36.106,-86.817,POINT (-86.817 36.106)
PD202000175930,03/03/2020 09:18:31 AM,,,15,,P,PROGRESS,15,,2100,ABBOTT MARTIN RD,117A,,117V,0,36.106,-86.817,POINT (-86.817 36.106)
PD202000175931,03/03/2020 09:18:42 AM,,,43,,P,PROGRESS,4,,,,212A,E,215,1363,,,
PD202000175932,03/03/2020 09:18:45 AM,,,70,,A,ALARM,12,,,,627C,N,623,3141,,,
PD202000175933,03/03/2020 09:19:08 AM,,,15,,P,PROGRESS,15,,2100,ABBOTT MARTIN RD,117A,,117V,0,36.106,-86.817,POINT (-86.817 36.106)
PD202000175934,03/03/2020 09:20:10 AM,,,70,,A,ALARM,12,,,,311A,E,213,1033,,,
PD202000175935,03/03/2020 09:20:41 AM,,,43,,P,PROGRESS,4,,,,835C,MT,833,8615,,,
PD202000175937,03/03/2020 09:20:49 AM,,,43,,P,PROGRESS,11,,,,,E,213,1039,,,
PD202000175938,03/03/2020 09:21:01 AM,,,70,,A,ALARM,13,,,,385A,H,525,9607,,,
PD202000175939,03/03/2020 09:22:00 AM,,,46,,P,PROGRESS,6,,,,615A,N,621,3009,,,
PD202000175940,03/03/2020 09:23:17 AM,20200151672,,43,,P,PROGRESS,1,,,,2D61,E,213,1209,,,
PD202000175941,03/03/2020 09:23:36 AM,,,54,,P,PROGRESS,10,,1200,E OLD HICKORY BLVD,710A,,225Z,0,36.262,-86.681,POINT (-86.681 36.262)
PD202000175942,03/03/2020 09:24:17 AM,,,45,,P,PROGRESS,1,,,,125A,W,125,4809,,,
PD202000175943,03/03/2020 09:24:34 AM,,,96,,,,12,,,,815C,MT,813N,5501,,,
PD202000175944,03/03/2020 09:25:05 AM,,,43,,P,PROGRESS,6,,,CENTRAL PKE,55S67,,523,9557,36.178,-86.6,POINT (-86.6 36.178)
PD202000175945,03/03/2020 09:25:28 AM,,,43,,P,PROGRESS,4,,,,825A,MT,825K,6413,,,
PD202000175947,03/03/2020 09:27:24 AM,,,71,,A,ALARM,11,,,,,W,115,,,,
PD202000175948,03/03/2020 09:27:32 AM,,,43,,P,PROGRESS,11,,,,822A,MT,821N,8025,,,
PD202000175949,03/03/2020 09:27:39 AM,20200151679,,43,,R,REPORT,1,,,,813A,MT,811,6631,,,
PD202000175950,03/03/2020 09:28:09 AM,,,43,,P,PROGRESS,4,,,,825C,MT,823,6949,,,
PD202000175951,03/03/2020 09:28:39 AM,,,43,,P,PROGRESS,6,,,,315C,S,313,8355,,,
PD202000175952,03/03/2020 09:28:43 AM,,,88,,P,PROGRESS,11,,,,,C,411N,,,,
PD202000175953,03/03/2020 09:30:14 AM,,,43,,P,PROGRESS,4,,,OLD HICKORY BLVD,55S56,,523,9557,36.168,-86.779,POINT (-86.779 36.168)
PD202000175954,03/03/2020 09:31:21 AM,,,43,,P,PROGRESS,4,,,,111C,W,115,4615,,,
PD202000175955,03/03/2020 09:33:09 AM,,,43,,P,PROGRESS,4,,2600,GALLATIN PKE,225A,,214U,0,36.198,-86.741,POINT (-86.741 36.198)
PD202000175956,03/03/2020 09:33:31 AM,,,57,,RJ,,4,,,,321C,E,211K,1119,,,
PD202000175957,03/03/2020 09:33:59 AM,,,45,,P,PROGRESS,1T,,,,413A,C,425,4037,,,
PD202000175959,03/03/2020 09:35:19 AM,,,87,,B,BANK/SECURITY ESCORT,11,,,,611A,N,625,3173,,,
PD202000175960,03/03/2020 09:35:21 AM,,,87,,P,PROGRESS,11,,,,,E,221N,1979,,,
PD202000175961,03/03/2020 09:35:39 AM,,,43,,P,PROGRESS,4,,,,333A,ECC,211K,1123,,,
PD202000175962,03/03/2020 09:36:06 AM,,,43,,P,PROGRESS,15,,,,215C,E,227,1929,,,
PD202000175963,03/03/2020 09:36:33 AM,,,43,,P,PROGRESS,4,,,OLD HICKORY BLVD,55S50,,521,9511,,,
PD202000175964,03/03/2020 09:37:29 AM,,,83,,P,PROGRESS,11,,1600,17TH AV N,,,412Y,0,36.175,-86.807,POINT (-86.807 36.175)
PD202000175966,03/03/2020 09:37:43 AM,,,46,,P,PROGRESS,3M,,,,113A,W,113,5233,,,
PD202000175968,03/03/2020 09:38:46 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4C,,,,611A,N,613,4463,,,
PD202000175969,03/03/2020 09:39:17 AM,,,43,,P,PROGRESS,4,,,,611C,N,617,4309,,,
PD202000175971,03/03/2020 09:40:36 AM,,,43,,P,PROGRESS,4,,,,833A,TE,213N,1223,,,
PD202000175972,03/03/2020 09:40:37 AM,,,87,,P,PROGRESS,4,,,,825A,MT,821H,81061,,,
PD202000175976,03/03/2020 09:43:34 AM,,,96,,,,15,,7600,HWY 70 S,121A,,137W,0,36.081,-86.956,POINT (-86.956 36.081)
PD202000175977,03/03/2020 09:43:45 AM,,,71,,A,ALARM,12,,,,311A,E,213,1203,,,
PD202000175979,03/03/2020 09:44:41 AM,,,43,,P,PROGRESS,4C,,,,210A,E,215,1373,,,
PD202000175980,03/03/2020 09:45:15 AM,,,43,,P,PROGRESS,4,,2000,15TH AV S,600,,114Z,0,36.131,-86.792,POINT (-86.792 36.131)
PD202000175981,03/03/2020 09:45:17 AM,,,43,,P,PROGRESS,11,,,,,H,513K,9035,,,
PD202000175982,03/03/2020 09:46:17 AM,,,43,,P,PROGRESS,4,,,,603,N,613,,,,
PD202000175983,03/03/2020 09:46:31 AM,,,93,,,,9T,,,,5120,S,323,8841,,,
PD202000175984,03/03/2020 09:46:43 AM,,,88,,P,PROGRESS,11,,100,2ND AV N,,,,,,,
PD202000175985,03/03/2020 09:46:52 AM,,,87,,P,PROGRESS,6,,,,721A,M,727,1731,,,
PD202000175986,03/03/2020 09:47:22 AM,,,43,,P,PROGRESS,6,,600,CHEYENNE BLVD,715A,,225Z,0,36.26,-86.678,POINT (-86.678 36.26)
PD202000175987,03/03/2020 09:47:46 AM,,,43,,PM,,11,,,,721A,M,725,2135,,,
PD202000175988,03/03/2020 09:49:11 AM,,,43,,PM,,6,,,,222A,E,225,1805,,,
PD202000175990,03/03/2020 09:49:15 AM,,,43,,P,PROGRESS,4,,,,,E,215,1373,,,
PD202000175992,03/03/2020 09:51:42 AM,,,43,,P,PROGRESS,5,,,,311A,E,213K,1211,,,
PD202000175993,03/03/2020 09:51:44 AM,,,45,,P,PROGRESS,4,,,,123A,W,123N,4711,,,
PD202000175994,03/03/2020 09:52:29 AM,,,43,,P,PROGRESS,11,,2100,HERMITAGE PARK DR,383A,,523,9543,,,
PD202000175996,03/03/2020 09:52:48 AM,,,45,,P,PROGRESS,6,,,,112A,W,115,5033,,,
PD202000175997,03/03/2020 09:53:46 AM,,,70,,A,ALARM,12A,,,,333A,E,221,,,,
PD202000175998,03/03/2020 09:54:18 AM,,,53,,A,ALARM,13,,,,1M72,W,115K,4653,,,
PD202000175999,03/03/2020 09:54:30 AM,,,43,,P,PROGRESS,10,,,,822A,N,613N,4475,,,
PD202000176000,03/03/2020 09:54:32 AM,,,43,,PM,,4,,,,55S21,E,213,1217,,,
PD202000176001,03/03/2020 09:55:11 AM,,,44,,P,PROGRESS,11,,400,WELSHWOOD DR,822A,,314Z,0,36.082,-86.728,POINT (-86.728 36.082)
PD202000176002,03/03/2020 09:55:44 AM,,,70,,A,ALARM,11,,,,627A,TE,627,3223,,,
PD202000176003,03/03/2020 09:56:00 AM,,,43,,P,PROGRESS,4,,5900,S NEW HOPE RD,323C,H,523,9515,36.167,-86.585,POINT (-86.585 36.167)
PD202000176004,03/03/2020 09:57:07 AM,,,88,,P,PROGRESS,4,,,,625C,N,615K,5415,,,
PD202000176005,03/03/2020 09:58:13 AM,,,45,,P,PROGRESS,1T,,2600,MURFREESBORO PKE,335C,335,325,8861,,,
PD202000176006,03/03/2020 09:58:35 AM,,,70,,A,ALARM,12,,,,385A,H,525,9617,,,
PD202000176007,03/03/2020 09:58:43 AM,,,71,,P,PROGRESS,4,,5500,OLD HICKORY BLVD,55S50,H,521,9561,36.181,-86.607,POINT (-86.607 36.181)
PD202000176008,03/03/2020 09:58:49 AM,,,96,,,,12,,,,721A,M,721N,,,,
PD202000176011,03/03/2020 10:00:19 AM,,,43,,P,PROGRESS,5,,,,832A,TE,615K,5331,,,
PD202000176012,03/03/2020 10:01:28 AM,,,43,,R,REPORT,8,,700,FLINT RIDGE DR,627B,,,,,,
PD202000176013,03/03/2020 10:02:05 AM,,,43,,P,PROGRESS,11,,,,,TE,615K,5409,,,
PD202000176014,03/03/2020 10:02:12 AM,,,45,,P,PROGRESS,1,,,,115A,W,115,4617,,,
PD202000176016,03/03/2020 10:04:04 AM,,,71,,R,REPORT,11,,400,FESSLERS LN,,PCW,,,,,
PD202000176017,03/03/2020 10:04:44 AM,,,43,,P,PROGRESS,11,,5500,OLD HICKORY BLVD,522C,523,523,9557,,,
PD202000176018,03/03/2020 10:05:02 AM,,,70,,A,ALARM,11,,,,333C,S,335,8997,,,
PD202000176019,03/03/2020 10:05:19 AM,,,43,,P,PROGRESS,11,,,,627A,N,617N,4321,,,
PD202000176020,03/03/2020 10:05:21 AM,,,70,,A,ALARM,11,,,,,N,623N,3025,,,
PD202000176021,03/03/2020 10:05:25 AM,,,43,,P,PROGRESS,5,,3700,ANDREW JACKSON WAY,313A,,521,9561,36.183,-86.608,POINT (-86.608 36.183)
PD202000176023,03/03/2020 10:06:48 AM,,,88,,PW,,11,,,,,N,613,4565,,,
PD202000176024,03/03/2020 10:06:52 AM,,,43,,P,PROGRESS,5,,,,624A,N,613,4565,,,
PD202000176026,03/03/2020 10:07:29 AM,,,43,,P,PROGRESS,6,,,,618A,N,613,4467,,,
PD202000176028,03/03/2020 10:08:45 AM,,,96,,,,12,,,,5251,N,627N,3221,,,
PD202000176029,03/03/2020 10:08:49 AM,,,44,,P,PROGRESS,5,,,,421A,C,415N,4131,,,
PD202000176030,03/03/2020 10:10:09 AM,,,92,,P,PROGRESS,11,,,,325C,H,515,9303,,,
PD202000176031,03/03/2020 10:10:18 AM,,,43,,P,PROGRESS,5,,0,HICKORY CLUB DR,325A,,327W,0,36.055,-86.642,POINT (-86.642 36.055)
PD202000176033,03/03/2020 10:12:07 AM,,,43,,P,PROGRESS,5,,,,413A,C,413,4315,,,
PD202000176034,03/03/2020 10:12:10 AM,,,43,,P,PROGRESS,4,,5000,MEGAN DR,531A,,523,9517,,,
PD202000176036,03/03/2020 10:13:36 AM,,,92,,P,PROGRESS,4,,,,55S75,E,213,1211,,,
PD202000176037,03/03/2020 10:13:47 AM,,,43,,PM,,5S,,,,333C,H,535K,8935,,,
PD202000176038,03/03/2020 10:13:54 AM,20200151747,,43,,P,PROGRESS,1,,,,831A,E,227,1941,,,
PD202000176039,03/03/2020 10:14:08 AM,,,43,,P,PROGRESS,4,,5600,OLD HICKORY BLVD,386A,523,523,9557,,,
PD202000176040,03/03/2020 10:14:18 AM,,,45,,P,PROGRESS,11,,,BRANDYWINE DR,5112,,525,9713,36.232,-86.623,POINT (-86.623 36.232)
PD202000176041,03/03/2020 10:14:43 AM,,,71,,A,ALARM,13,,400,BRICK CHURCH PARK DR,623C,,233X,0,36.224,-86.784,POINT (-86.784 36.224)
PD202000176042,03/03/2020 10:14:59 AM,,,50,,RT,,4,,,,TE23,C,421N,4093,,,
PD202000176043,03/03/2020 10:15:09 AM,,,53,,A,ALARM,10,,1500,GALLATIN PKE N,720A1,M,727,1757,,,
PD202000176045,03/03/2020 10:16:48 AM,,,43,,P,PROGRESS,4,,,,215A,E,215,1357,,,
PD202000176046,03/03/2020 10:17:07 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,624A,N,615,5327,,,
PD202000176047,03/03/2020 10:17:14 AM,,,43,,PM,,11,,400,DOVER GLEN DR,320C,,,,,,
PD202000176048,03/03/2020 10:17:39 AM,,,96,,,,12,,,,7F61,M,725K,2137,,,
PD202000176049,03/03/2020 10:17:50 AM,,,43,,P,PROGRESS,4,,300,BURNING TREE DR,386A,523,523,9557,,,
PD202000176050,03/03/2020 10:19:21 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,383A,H,515N,9303,,,
PD202000176052,03/03/2020 10:20:57 AM,,,44,,P,PROGRESS,9S,,3800,GALLATIN PKE,210A,,221W,0,36.215,-86.73,POINT (-86.73 36.215)
PD202000176054,03/03/2020 10:22:12 AM,20200151765,,40,,P,PROGRESS,1,,,,112A,W,113,5213,,,
PD202000176055,03/03/2020 10:22:17 AM,,,45,,P,PROGRESS,1,,3000,NOLENSVILLE PKE,8M72,,312Z,0,36.105,-86.742,POINT (-86.742 36.105)
PD202000176056,03/03/2020 10:23:47 AM,,,16,,P,PROGRESS,11,,,,,MT,813N,5619,,,
PD202000176058,03/03/2020 10:24:59 AM,,,44,,P,PROGRESS,5,,,,331C,S,335K,8925,,,
PD202000176059,03/03/2020 10:25:03 AM,,,50,,R,REPORT,1,,,,VANDY,MT,815V,5807,,,
PD202000176060,03/03/2020 10:25:11 AM,,,43,,P,PROGRESS,5,,,,333C,H,531,8825,,,
PD202000176061,03/03/2020 10:25:12 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,615A,N,617K,4229,,,
PD202000176063,03/03/2020 10:26:10 AM,,,43,,P,PROGRESS,12,,,,312A,S,315N,8833,,,
PD202000176064,03/03/2020 10:26:44 AM,,,88,,PW,,13,,,,420A,C,411,4117,,,
PD202000176065,03/03/2020 10:27:24 AM,,,44,,P,PROGRESS,4,,,,221A,E,223K,1863,,,
PD202000176066,03/03/2020 10:28:22 AM,,,43,,P,PROGRESS,4,,,,383A,H,531,8951,,,
PD202000176067,03/03/2020 10:28:56 AM,20200151775,,50,,TV,,1,,,,117A,,,,,,
PD202000176068,03/03/2020 10:29:31 AM,,,43,,P,PROGRESS,3,,,,727A,M,715,1701,,,
PD202000176069,03/03/2020 10:31:13 AM,,,43,,P,PROGRESS,4,,,,333A,E,225K,1847,,,
PD202000176070,03/03/2020 10:31:16 AM,,,15,,P,PROGRESS,15,,,,,E,211,1119,,,
PD202000176072,03/03/2020 10:32:05 AM,,,43,,PM,,11,,,,120C,W,125N,4809,,,
PD202000176073,03/03/2020 10:32:11 AM,,,43,,PJ,,11,,,,121A,W,123,4707,,,
PD202000176075,03/03/2020 10:33:03 AM,,,44,,P,PROGRESS,11,,,,,S,335,8979,,,
PD202000176076,03/03/2020 10:34:07 AM,,,71,,A,ALARM,12,,,,822A,N,623,,,,
PD202000176077,03/03/2020 10:34:22 AM,,,96,,,,12,,,,721A,M,721,2031,,,
PD202000176078,03/03/2020 10:34:54 AM,,,43,,P,PROGRESS,4,,1300,BRICK CHURCH PKE,627A,,232Z,0,36.201,-86.777,POINT (-86.777 36.201)
PD202000176079,03/03/2020 10:35:46 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,624A,N,615,5321,,,
PD202000176081,03/03/2020 10:35:49 AM,,,93,,,,9T,,,LEBANON PKE,330A,,,,,,
PD202000176080,03/03/2020 10:35:49 AM,,,43,,P,PROGRESS,5,,,,386A,H,533,8991,,,
PD202000176082,03/03/2020 10:36:12 AM,,,43,,P,PROGRESS,4,,3800,CENTRAL PKE,386A,H,521,9529,36.174,-86.608,POINT (-86.608 36.174)
PD202000176083,03/03/2020 10:36:25 AM,,,96,,,,15,,,,8E84,MT,823,6505,,,
PD202000176084,03/03/2020 10:36:40 AM,,,53,,A,ALARM,11,,,,,W,115K,4653,,,
PD202000176086,03/03/2020 10:36:55 AM,,,43,,P,PROGRESS,4,,,,8E83,MT,823,6505,,,
PD202000176087,03/03/2020 10:36:58 AM,,,70,,A,ALARM,10,,,,627A,N,611,4435,,,
PD202000176088,03/03/2020 10:37:52 AM,,,43,,P,PROGRESS,5,,1400,HERMITAGE PARK DR,386A,,,,,,
PD202000176090,03/03/2020 10:38:33 AM,,,50,,R,REPORT,10,,,,SAPR,H,513N,9041,,,
PD202000176091,03/03/2020 10:38:38 AM,,,43,,P,PROGRESS,4,,,ANDREW JACKSON PKWY,512A,,521,9511,36.188,-86.608,POINT (-86.608 36.188)
PD202000176092,03/03/2020 10:38:52 AM,,,43,,P,PROGRESS,11,,4000,PORT VICTORIA CT,,,,,,,
PD202000176093,03/03/2020 10:39:07 AM,,,92,,P,PROGRESS,4,,,OLD HICKORY BLVD,515C9,,521,9507,36.198,-86.62,POINT (-86.62 36.198)
PD202000176094,03/03/2020 10:39:35 AM,,,43,,P,PROGRESS,4,,,,422C,C,425K,4057,,,
PD202000176095,03/03/2020 10:39:36 AM,,,43,,P,PROGRESS,4,,,,616A,N,617,4301,,,
PD202000176096,03/03/2020 10:39:54 AM,,,87,,P,PROGRESS,6T,,,,310A1,H,515N,9303,,,
PD202000176097,03/03/2020 10:40:20 AM,,,43,,PM,,10,,200,E WEBSTER ST,710A,711,711,1507,,,
PD202000176098,03/03/2020 10:41:59 AM,,,43,,P,PROGRESS,4,,,,213A,E,217,1513,,,
PD202000176099,03/03/2020 10:42:03 AM,,,43,,P,PROGRESS,10,,,,813A,MT,815N,5817,,,
PD202000176100,03/03/2020 10:42:39 AM,,,87,,P,PROGRESS,4,,,,617A,N,617,4303,,,
PD202000176101,03/03/2020 10:42:45 AM,,,43,,P,PROGRESS,5,,,,,N,617,4321,,,
PD202000176102,03/03/2020 10:42:46 AM,,,96,,,,12,,,,624A,N,615N,5339,,,
PD202000176103,03/03/2020 10:43:15 AM,,,43,,P,PROGRESS,4,,,,831A,MT,831,8505,,,
PD202000176104,03/03/2020 10:43:38 AM,,,43,,P,PROGRESS,4,,,,613A,N,613N,4461,,,
PD202000176105,03/03/2020 10:43:42 AM,,,88,,PW,,9,,2700,WHITES CREEK PKE,612A,,233W,0,36.219,-86.804,POINT (-86.804 36.219)
PD202000176107,03/03/2020 10:44:10 AM,,,43,,PJ,,10,,2200,GALLATIN PKE N,720A,M,727,1737,,,
PD202000176108,03/03/2020 10:44:21 AM,,,43,,P,PROGRESS,4,,,,212A,E,215,1373,,,
PD202000176109,03/03/2020 10:45:01 AM,,,43,,PM,,10,,200,CUMBERLAND BND,627A,,,,,,
PD202000176110,03/03/2020 10:45:46 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,5200,OLD HICKORY BLVD,513C,,521,9531,36.189,-86.615,POINT (-86.615 36.189)
PD202000176111,03/03/2020 10:45:53 AM,,,45,,P,PROGRESS,1T,,,,721A,M,721K,2014,,,
PD202000176112,03/03/2020 10:46:38 AM,,,43,,P,PROGRESS,4,,,,223A,E,213K,1131,,,
PD202000176113,03/03/2020 10:46:57 AM,,,87,,P,PROGRESS,11,,,,612A,N,613,4471,,,
PD202000176114,03/03/2020 10:48:45 AM,,,43,,P,PROGRESS,4,,900,N GRAYCROFT AV,727A,,,,,,
PD202000176115,03/03/2020 10:48:49 AM,,,53,,A,ALARM,11,,,,,W,115K,4653,,,
PD202000176117,03/03/2020 10:50:06 AM,,,44,,P,PROGRESS,6,,,,833A,E,211K,1119,,,
PD202000176118,03/03/2020 10:51:19 AM,,,96,,,,12,,200,E PALESTINE AV,7F63,,,,,,
PD202000176119,03/03/2020 10:51:22 AM,,,43,,P,PROGRESS,4,,,,213A,E,215K,1329,,,
PD202000176120,03/03/2020 10:51:57 AM,,,92,,P,PROGRESS,4,,5200,OLD HICKORY BLVD,535C,,521,9531,36.19,-86.615,POINT (-86.615 36.19)
PD202000176121,03/03/2020 10:52:12 AM,,,92,,P,PROGRESS,4,,,OLD HICKORY BLVD,525C,,521,9531,36.191,-86.615,POINT (-86.615 36.191)
PD202000176122,03/03/2020 10:52:28 AM,,,70,,A,ALARM,11,,,,330A,S,333,8773,,,
PD202000176124,03/03/2020 10:53:18 AM,,,43,,PM,,11,,500,PIMA RD,,723,723,1743,36.266,-86.719,POINT (-86.719 36.266)
PD202000176125,03/03/2020 10:53:27 AM,,,88,,P,PROGRESS,13,,,,825A,MT,831K,8509,,,
PD202000176126,03/03/2020 10:54:21 AM,,,43,,P,PROGRESS,4,,,,615A,N,617,4227,,,
PD202000176128,03/03/2020 10:55:40 AM,,,43,,P,PROGRESS,4,,300,BURNING TREE DR,531A,523,523,9557,36.173,-86.601,POINT (-86.601 36.173)
PD202000176130,03/03/2020 10:56:13 AM,,,96,,,,15,,6500,CHARLOTTE PKE,121A,,134Z,0,36.14,-86.879,POINT (-86.879 36.14)
PD202000176131,03/03/2020 10:56:36 AM,,,92,,P,PROGRESS,6,,,LEBANON PKE,521C,,521,9601,,,
PD202000176132,03/03/2020 10:57:44 AM,,,87,,P,PROGRESS,4,,,,321A,S,323K,8810,,,
PD202000176134,03/03/2020 10:59:22 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,624A,N,613,4475,,,
PD202000176135,03/03/2020 11:00:25 AM,,,45,,P,PROGRESS,5,,,,715A,M,721,2001,,,
PD202000176136,03/03/2020 11:01:13 AM,,,53,,R,REPORT,11,,2800,OPRYLAND DR,,,332Y,0,36.211,-86.695,POINT (-86.695 36.211)
PD202000176138,03/03/2020 11:01:28 AM,,,92,,P,PROGRESS,4,,,OLD LEBANON DIRT RD,533C,,521,9511,36.178,-86.617,POINT (-86.617 36.178)
PD202000176139,03/03/2020 11:01:35 AM,,,92,,P,PROGRESS,4,,,,2D61,E,213,1127,,,
PD202000176141,03/03/2020 11:03:21 AM,,,43,,P,PROGRESS,4,,,,315A,H,515,9307,,,
PD202000176142,03/03/2020 11:03:30 AM,,,43,,PM,,11,,,,103,W,111,4509,,,
PD202000176143,03/03/2020 11:03:44 AM,,,43,,PM,,11,,,,,C,425N,4029,,,
PD202000176144,03/03/2020 11:03:44 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,624A,N,613,4473,,,
PD202000176147,03/03/2020 11:04:12 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,H,513,9219,,,
PD202000176148,03/03/2020 11:04:27 AM,,,70,,A,ALARM,12,,,,223A,E,221,1855,,,
PD202000176149,03/03/2020 11:06:12 AM,,,43,,P,PROGRESS,11,,,,,W,121,4903,,,
PD202000176150,03/03/2020 11:06:16 AM,20200151833,,50,,R,REPORT,1,,,,SAPR,,,,,,
PD202000176151,03/03/2020 11:06:48 AM,,,43,,P,PROGRESS,12,,3800,DICKERSON PKE,7F61,,,,,,
PD202000176152,03/03/2020 11:07:09 AM,,,43,,P,PROGRESS,4,,400,TULIP GROVE RD,534A,H,523,9537,36.215,-86.589,POINT (-86.589 36.215)
PD202000176153,03/03/2020 11:08:07 AM,,,92,,P,PROGRESS,4,,,,,H,515,9201,,,
PD202000176154,03/03/2020 11:08:33 AM,,,43,,P,PROGRESS,11,,100,LAKESIDE CT,,H,521,9503,36.176,-86.618,POINT (-86.618 36.176)
PD202000176155,03/03/2020 11:08:56 AM,,,16,,P,PROGRESS,11,,,,,MT,813N,5509,,,
PD202000176156,03/03/2020 11:09:03 AM,,,43,,P,PROGRESS,6,,,,2D61,E,213,1253,,,
PD202000176157,03/03/2020 11:09:10 AM,,,92,,P,PROGRESS,11,,,,513C,H,515,,,,
PD202000176159,03/03/2020 11:11:10 AM,,,43,,P,PROGRESS,4,,800,BRADLEY PL,385A,523,523,9509,36.198,-86.6,POINT (-86.6 36.198)
PD202000176160,03/03/2020 11:11:19 AM,,,46,,P,PROGRESS,6T,,,,311C,S,333,8863,,,
PD202000176161,03/03/2020 11:11:20 AM,,,43,,P,PROGRESS,4,,,,103,W,115,4643,,,
PD202000176162,03/03/2020 11:11:50 AM,,,45,,P,PROGRESS,4,,,,627A,N,611,4437,,,
PD202000176164,03/03/2020 11:12:08 AM,,,43,,P,PROGRESS,10,,,,117A,W,113N,5233,,,
PD202000176165,03/03/2020 11:12:46 AM,,,71,,A,ALARM,11,,1400,GALLATIN PKE N,,M,727,1719,,,
PD202000176166,03/03/2020 11:13:13 AM,,,43,,PM,,11,,,,,W,123,4711,,,
PD202000176168,03/03/2020 11:13:37 AM,,,43,,P,PROGRESS,5,,,,311A,E,215N,1305,,,
PD202000176169,03/03/2020 11:15:06 AM,,,43,,P,PROGRESS,5,,,,103,W,115,4609,,,
